Date,Gender,GameID,Team1,Team2,SchoolClass,SchoolRegion,SchoolDivision,OppDiv,GameNum,Rank,RecordText,GamesPlayed,GamesScheduled,PI,TI,Result,Winner,Loser,WinPoints,OppPreliminaryIndex,WinFlag,LossFlag,TieFlag,HomeTeam,AwayTeam,HomeScore,AwayScore,ScrapedAt
2026-01-19,Boys,11163,Hermon,Belfast Area,B,North,North-B,North-B,13,2,16-2-0 (0.889),18,18,33.555555,170.9259216666,win,Hermon,Belfast Area,38.0,14.555555,X,,,Hermon,Belfast Area,59.0,44.0,2026-02-08T20:16:07Z
2026-01-17,Boys,11166,Medomak Valley,Belfast Area,B,South,South-B,North-B,11,2,15-3-0 (0.833),18,18,31.555555,149.5678977777,win,Medomak Valley,Belfast Area,38.0,14.555555,X,,,Belfast Area,Medomak Valley,59.0,84.0,2026-02-08T20:16:07Z
2026-01-13,Boys,11168,Oceanside,Belfast Area,B,South,South-B,North-B,12,7,9-9-0 (0.500),18,18,18.777777,64.6296272222,win,Oceanside,Belfast Area,38.0,14.555555,X,,,Oceanside,Belfast Area,56.0,40.0,2026-02-08T20:16:07Z
2025-12-06,Boys,11169,Hampden Academy,Oxford Hills,A,North,North-A,North-A,1,7,9-9-0 (0.500),18,18,19.777777,60.8641955555,win,Hampden Academy,Oxford Hills,40.0,8.888888,X,,,Oxford Hills,Hampden Academy,38.0,51.0,2026-02-08T20:16:07Z
2026-01-09,Boys,11172,Mount Desert Island,Belfast Area,B,North,North-B,North-B,10,4,15-3-0 (0.833),18,18,31.777777,128.4567866666,win,Mount Desert Island,Belfast Area,38.0,14.555555,X,,,Belfast Area,Mount Desert Island,55.0,75.0,2026-02-08T20:16:07Z
2026-01-06,Boys,11174,Belfast Area,John Bapst Memorial,B,North,North-B,North-B,9,7,7-11-0 (0.389),18,18,14.555555,61.3580227777,win,Belfast Area,John Bapst Memorial,38.0,8.444444,X,,,Belfast Area,John Bapst Memorial,57.0,47.0,2026-02-08T20:16:07Z
2026-01-03,Boys,11176,Belfast Area,Mount View,B,North,North-B,South-C,8,7,7-11-0 (0.389),18,18,14.555555,61.3580227777,win,Belfast Area,Mount View,36.0,22.555555,X,,,Belfast Area,Mount View,71.0,63.0,2026-02-08T20:16:07Z
2025-12-30,Boys,11178,Belfast Area,Maine Central Institute,B,North,North-B,North-C,7,7,7-11-0 (0.389),18,18,14.555555,61.3580227777,win,Belfast Area,Maine Central Institute,36.0,10.222222,X,,,Maine Central Institute,Belfast Area,42.0,59.0,2026-02-08T20:16:07Z
2026-01-15,Boys,11180,Oxford Hills,Messalonskee,A,North,North-A,North-A,12,10,4-14-0 (0.222),18,18,8.888888,32.9012338888,win,Oxford Hills,Messalonskee,40.0,10.888888,X,,,Messalonskee,Oxford Hills,38.0,49.0,2026-02-08T20:16:07Z
2025-12-22,Boys,11182,Belfast Area,Lincoln Academy,B,North,North-B,South-B,6,7,7-11-0 (0.389),18,18,14.555555,61.3580227777,win,Belfast Area,Lincoln Academy,38.0,10.555555,X,,,Lincoln Academy,Belfast Area,54.0,71.0,2026-02-08T20:16:07Z
2026-01-10,Boys,11184,Belfast Area,Oceanside,B,North,North-B,South-B,11,7,7-11-0 (0.389),18,18,14.555555,61.3580227777,win,Belfast Area,Oceanside,38.0,18.777777,X,,,Belfast Area,Oceanside,73.0,72.0,2026-02-08T20:16:07Z
2026-02-03,Boys,11186,Brunswick,Oxford Hills,A,North,North-A,North-A,17,3,14-4-0 (0.778),18,18,30.666666,109.3827122222,win,Brunswick,Oxford Hills,40.0,8.888888,X,,,Oxford Hills,Brunswick,54.0,64.0,2026-02-08T20:16:07Z
2026-01-23,Boys,11204,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,14,8,8-10-0 (0.444),18,18,17.555555,47.1604916666,win,Skowhegan Area,Oxford Hills,40.0,8.888888,X,,,Oxford Hills,Skowhegan Area,60.0,65.0,2026-02-08T20:16:07Z
2025-12-09,Boys,11210,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,2,8,8-10-0 (0.444),18,18,17.555555,47.1604916666,win,Skowhegan Area,Oxford Hills,40.0,8.888888,X,,,Skowhegan Area,Oxford Hills,65.0,44.0,2026-02-08T20:16:07Z
2025-12-27,Boys,11224,Bangor,Oxford Hills,A,North,North-A,North-A,7,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Oxford Hills,40.0,8.888888,X,,,Bangor,Oxford Hills,58.0,46.0,2026-02-08T20:16:07Z
2026-01-20,Boys,11226,Oxford Hills,Bangor,A,North,North-A,North-A,13,10,4-14-0 (0.222),18,18,8.888888,32.9012338888,win,Oxford Hills,Bangor,40.0,22.111111,X,,,Oxford Hills,Bangor,63.0,61.0,2026-02-08T20:16:07Z
2026-01-27,Boys,11235,Lewiston,Oxford Hills,A,North,North-A,North-A,15,5,10-8-0 (0.556),18,18,22.0,86.4197505555,win,Lewiston,Oxford Hills,40.0,8.888888,X,,,Lewiston,Oxford Hills,70.0,31.0,2026-02-08T20:16:07Z
2025-12-12,Boys,11240,Oxford Hills,Lewiston,A,North,North-A,North-A,3,10,4-14-0 (0.222),18,18,8.888888,32.9012338888,win,Oxford Hills,Lewiston,40.0,22.0,X,,,Oxford Hills,Lewiston,49.0,47.0,2026-02-08T20:16:07Z
2025-12-30,Boys,11244,Oxford Hills,Mount Ararat,A,North,North-A,North-A,7,10,4-14-0 (0.222),18,18,8.888888,32.9012338888,win,Oxford Hills,Mount Ararat,40.0,4.222222,X,,,Oxford Hills,Mount Ararat,80.0,49.0,2026-02-08T20:16:07Z
2025-12-04,Girls,11255,Spruce Mountain,Mount Abram,C,South,South-C,South-D,1,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Mount Abram,34.0,29.0,X,,,Spruce Mountain,Mount Abram,47.0,34.0,2026-02-08T20:16:07Z
2025-12-15,Girls,11257,Spruce Mountain,Hall-Dale HS,C,South,South-C,South-C,4,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Hall-Dale HS,36.0,9.777777,X,,,Spruce Mountain,Hall-Dale HS,78.0,15.0,2026-02-08T20:16:07Z
2025-12-17,Girls,11259,Spruce Mountain,Boothbay Region,C,South,South-C,South-D,5,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Boothbay Region,34.0,9.777777,X,,,Spruce Mountain,Boothbay Region,84.0,14.0,2026-02-08T20:16:07Z
2025-12-23,Girls,11262,Spruce Mountain,Monmouth Academy,C,South,South-C,South-D,6,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Monmouth Academy,34.0,19.333333,X,,,Monmouth Academy,Spruce Mountain,29.0,53.0,2026-02-08T20:16:07Z
2026-01-02,Girls,11264,Spruce Mountain,Winslow,C,South,South-C,South-C,8,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Winslow,36.0,20.333333,X,,,Spruce Mountain,Winslow,60.0,30.0,2026-02-08T20:16:07Z
2026-01-09,Girls,11266,Wells,Spruce Mountain,C,South,South-C,South-C,9,3,16-2-0 (0.889),18,18,31.888888,124.5061677777,win,Wells,Spruce Mountain,36.0,33.444444,X,,,Spruce Mountain,Wells,36.0,44.0,2026-02-08T20:16:07Z
2026-01-13,Girls,11268,Spruce Mountain,Dirigo,C,South,South-C,South-C,11,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Dirigo,36.0,17.444444,X,,,Dirigo,Spruce Mountain,49.0,78.0,2026-02-08T20:16:07Z
2026-01-19,Girls,11270,Spruce Mountain,Oak Hill,C,South,South-C,South-C,13,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Oak Hill,36.0,23.666666,X,,,Oak Hill,Spruce Mountain,21.0,52.0,2026-02-08T20:16:07Z
2026-01-21,Girls,11272,Spruce Mountain,Mount Abram,C,South,South-C,South-D,14,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Mount Abram,34.0,29.0,X,,,Mount Abram,Spruce Mountain,34.0,39.0,2026-02-08T20:16:07Z
2026-01-27,Girls,11274,Spruce Mountain,Mountain Valley,C,South,South-C,South-C,15,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Mountain Valley,36.0,9.777777,X,,,Mountain Valley,Spruce Mountain,10.0,74.0,2026-02-08T20:16:07Z
2026-01-31,Girls,11276,Spruce Mountain,Mount View,C,South,South-C,South-C,16,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Mount View,36.0,18.333333,X,,,Spruce Mountain,Mount View,65.0,52.0,2026-02-08T20:16:07Z
2026-02-03,Girls,11279,Spruce Mountain,Oak Hill,C,South,South-C,South-C,17,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Oak Hill,36.0,23.666666,X,,,Spruce Mountain,Oak Hill,44.0,38.0,2026-02-08T20:16:07Z
2026-02-05,Girls,11281,Spruce Mountain,Lisbon,C,South,South-C,South-C,18,1,17-1-0 (0.944),18,18,33.444444,178.086415,win,Spruce Mountain,Lisbon,36.0,4.111111,X,,,Lisbon,Spruce Mountain,12.0,69.0,2026-02-08T20:16:07Z
2025-12-30,Girls,11283,Mount Ararat,Oxford Hills,A,North,North-A,North-A,6,1,17-1-0 (0.944),18,18,37.444444,162.0370333333,win,Mount Ararat,Oxford Hills,40.0,4.444444,X,,,Mount Ararat,Oxford Hills,72.0,14.0,2026-02-08T20:16:07Z
2025-12-12,Girls,11285,Lewiston,Oxford Hills,A,North,North-A,North-A,3,7,9-9-0 (0.500),18,18,19.888888,44.6296277777,win,Lewiston,Oxford Hills,40.0,4.444444,X,,,Lewiston,Oxford Hills,65.0,30.0,2026-02-08T20:16:07Z
2026-01-27,Girls,11287,Lewiston,Oxford Hills,A,North,North-A,North-A,15,7,9-9-0 (0.500),18,18,19.888888,44.6296277777,win,Lewiston,Oxford Hills,40.0,4.444444,X,,,Oxford Hills,Lewiston,20.0,69.0,2026-02-08T20:16:07Z
2026-01-30,Girls,11289,Brewer,Oxford Hills,A,North,North-A,North-A,16,9,5-13-0 (0.278),18,18,11.111111,25.0617272222,win,Brewer,Oxford Hills,40.0,4.444444,X,,,Oxford Hills,Brewer,22.0,48.0,2026-02-08T20:16:07Z
2026-01-19,Girls,11291,Bangor,Oxford Hills,A,North,North-A,North-A,13,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Oxford Hills,40.0,4.444444,X,,,Bangor,Oxford Hills,60.0,29.0,2026-02-08T20:16:07Z
2025-12-27,Girls,11293,Bangor,Oxford Hills,A,North,North-A,North-A,7,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Oxford Hills,40.0,4.444444,X,,,Oxford Hills,Bangor,18.0,69.0,2026-02-08T20:16:07Z
2025-12-08,Girls,11298,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,2,8,8-10-0 (0.444),18,18,17.777777,25.6790111111,win,Skowhegan Area,Oxford Hills,40.0,4.444444,X,,,Oxford Hills,Skowhegan Area,18.0,46.0,2026-02-08T20:16:07Z
2026-01-23,Girls,11301,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,14,8,8-10-0 (0.444),18,18,17.777777,25.6790111111,win,Skowhegan Area,Oxford Hills,40.0,4.444444,X,,,Skowhegan Area,Oxford Hills,74.0,32.0,2026-02-08T20:16:07Z
2026-01-06,Girls,11304,Brunswick,Oxford Hills,A,North,North-A,North-A,9,6,7-11-0 (0.389),18,18,15.333333,47.0370355555,win,Brunswick,Oxford Hills,40.0,4.444444,X,,,Oxford Hills,Brunswick,28.0,51.0,2026-02-08T20:16:07Z
2025-12-06,Girls,11306,Hampden Academy,Oxford Hills,A,North,North-A,North-A,1,2,14-4-0 (0.778),18,18,30.555555,135.1234533333,win,Hampden Academy,Oxford Hills,40.0,4.444444,X,,,Hampden Academy,Oxford Hills,71.0,16.0,2026-02-08T20:16:07Z
2026-01-15,Girls,11309,Messalonskee,Oxford Hills,A,North,North-A,North-A,12,10,3-15-0 (0.167),18,18,6.666666,2.3456788888,win,Messalonskee,Oxford Hills,40.0,4.444444,X,,,Oxford Hills,Messalonskee,38.0,43.0,2026-02-08T20:16:07Z
2025-12-06,Boys,11367,Piscataquis Community,Schenck,D,North,North-D,North-D,2,12,8-10-0 (0.444),18,18,15.111111,44.3827133333,win,Piscataquis Community,Schenck,34.0,18.666666,X,,,Piscataquis Community,Schenck,57.0,48.0,2026-02-08T20:16:07Z
2025-12-13,Boys,11369,Schenck,Penobscot Valley,D,North,North-D,North-D,2,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Penobscot Valley,34.0,21.222222,X,,,Schenck,Penobscot Valley,45.0,41.0,2026-02-08T20:16:07Z
2025-12-16,Boys,11371,Schenck,Penquis Valley HS,D,North,North-D,North-D,3,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Penquis Valley HS,34.0,3.777777,X,,,Penquis Valley HS,Schenck,30.0,66.0,2026-02-08T20:16:07Z
2025-12-17,Boys,11373,Schenck,Katahdin HS,D,North,North-D,North-S,4,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Katahdin HS,32.0,18.111111,X,,,Katahdin HS,Schenck,34.0,77.0,2026-02-08T20:16:07Z
2025-12-20,Boys,11375,Schenck,Woodland Sr.,D,North,North-D,North-D,5,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Woodland Sr.,34.0,20.555555,X,,,Schenck,Woodland Sr.,58.0,56.0,2026-02-08T20:16:07Z
2025-12-27,Boys,11377,Schenck,Katahdin HS,D,North,North-D,North-S,6,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Katahdin HS,32.0,18.111111,X,,,Schenck,Katahdin HS,64.0,52.0,2026-02-08T20:16:07Z
2025-12-30,Boys,11379,Machias Memorial,Schenck,D,North,North-D,North-D,8,1,17-1-0 (0.944),18,18,31.777777,168.7036977777,win,Machias Memorial,Schenck,34.0,18.666666,X,,,Machias Memorial,Schenck,63.0,32.0,2026-02-08T20:16:07Z
2026-01-02,Boys,11381,Schenck,Penobscot Valley,D,North,North-D,North-D,8,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Penobscot Valley,34.0,21.222222,X,,,Penobscot Valley,Schenck,43.0,61.0,2026-02-08T20:16:07Z
2026-01-06,Boys,11383,Schenck,Lee Academy,D,North,North-D,North-D,9,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Lee Academy,34.0,3.777777,X,,,Schenck,Lee Academy,62.0,41.0,2026-02-08T20:16:07Z
2026-01-13,Boys,11385,Bangor Christian,Schenck,D,North,North-D,North-D,12,4,16-2-0 (0.889),18,18,29.555555,134.81481,win,Bangor Christian,Schenck,34.0,18.666666,X,,,Schenck,Bangor Christian,45.0,76.0,2026-02-08T20:16:07Z
2026-01-27,Boys,11387,Schenck,Piscataquis Community,D,North,North-D,North-D,15,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Piscataquis Community,34.0,15.111111,X,,,Schenck,Piscataquis Community,68.0,29.0,2026-02-08T20:16:07Z
2026-01-24,Boys,11389,Woodland Sr.,Schenck,D,North,North-D,North-D,14,6,11-7-0 (0.611),18,18,20.555555,88.3333294444,win,Woodland Sr.,Schenck,34.0,18.666666,X,,,Woodland Sr.,Schenck,64.0,49.0,2026-02-08T20:16:07Z
2026-01-20,Boys,11391,Stearns Sr.,Schenck,D,North,North-D,North-D,13,10,12-6-0 (0.667),18,18,22.888888,70.6172811111,win,Stearns Sr.,Schenck,34.0,18.666666,X,,,Schenck,Stearns Sr.,50.0,61.0,2026-02-08T20:16:07Z
2026-01-22,Boys,11393,Schenck,Penquis Valley HS,D,North,North-D,North-D,13,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Penquis Valley HS,34.0,3.777777,X,,,Schenck,Penquis Valley HS,44.0,36.0,2026-02-08T20:16:07Z
2026-01-31,Boys,11395,Machias Memorial,Schenck,D,North,North-D,North-D,17,1,17-1-0 (0.944),18,18,31.777777,168.7036977777,win,Machias Memorial,Schenck,34.0,18.666666,X,,,Schenck,Machias Memorial,42.0,58.0,2026-02-08T20:16:07Z
2026-02-03,Boys,11397,Schenck,Lee Academy,D,North,North-D,North-D,17,9,10-8-0 (0.556),18,18,18.666666,71.9135777777,win,Schenck,Lee Academy,34.0,3.777777,X,,,Lee Academy,Schenck,33.0,57.0,2026-02-08T20:16:07Z
2026-02-05,Boys,11399,Stearns Sr.,Schenck,D,North,North-D,North-D,18,10,12-6-0 (0.667),18,18,22.888888,70.6172811111,win,Stearns Sr.,Schenck,34.0,18.666666,X,,,Stearns Sr.,Schenck,53.0,42.0,2026-02-08T20:16:07Z
2025-12-12,Girls,11409,Woodland Sr.,Schenck,D,North,North-D,North-D,3,6,9-9-0 (0.500),18,18,16.777777,64.7530844444,win,Woodland Sr.,Schenck,34.0,13.333333,X,,,Schenck,Woodland Sr.,43.0,60.0,2026-02-08T20:16:07Z
2025-12-17,Girls,11411,Katahdin HS,Schenck,S,North,North-S,North-D,4,2,16-2-0 (0.889),18,18,29.555555,112.4691316666,win,Katahdin HS,Schenck,34.0,13.333333,X,,,Katahdin HS,Schenck,37.0,35.0,2026-02-08T20:16:07Z
2026-01-12,Girls,11413,Schenck,Penquis Valley HS,D,North,North-D,North-D,9,8,7-11-0 (0.389),18,18,13.333333,42.6543194444,win,Schenck,Penquis Valley HS,34.0,9.222222,X,,,Schenck,Penquis Valley HS,40.0,36.0,2026-02-08T20:16:07Z
2025-12-27,Girls,11415,Katahdin HS,Schenck,S,North,North-S,North-D,6,2,16-2-0 (0.889),18,18,29.555555,112.4691316666,win,Katahdin HS,Schenck,34.0,13.333333,X,,,Schenck,Katahdin HS,37.0,43.0,2026-02-08T20:16:07Z
2025-12-30,Girls,11417,Machias Memorial,Schenck,D,North,North-D,North-D,7,2,16-2-0 (0.889),18,18,30.0,132.9629588888,win,Machias Memorial,Schenck,34.0,13.333333,X,,,Machias Memorial,Schenck,67.0,33.0,2026-02-08T20:16:07Z
2026-01-02,Girls,11419,Penobscot Valley,Schenck,D,North,North-D,North-D,6,4,13-5-0 (0.722),18,18,25.0,100.9876511111,win,Penobscot Valley,Schenck,34.0,13.333333,X,,,Penobscot Valley,Schenck,57.0,20.0,2026-02-08T20:16:07Z
2026-01-05,Girls,11421,Schenck,Lee Academy,D,North,North-D,North-D,7,8,7-11-0 (0.389),18,18,13.333333,42.6543194444,win,Schenck,Lee Academy,34.0,6.0,X,,,Lee Academy,Schenck,29.0,70.0,2026-02-08T20:16:07Z
2026-01-15,Girls,11423,Schenck,Stearns Sr.,D,North,North-D,North-D,11,8,7-11-0 (0.389),18,18,13.333333,42.6543194444,win,Schenck,Stearns Sr.,34.0,13.555555,X,,,Schenck,Stearns Sr.,36.0,34.0,2026-02-08T20:16:07Z
2026-01-13,Girls,11426,Bangor Christian,Schenck,D,North,North-D,North-D,13,1,18-0-0 (1.000),18,18,33.444444,187.6543177777,win,Bangor Christian,Schenck,34.0,13.333333,X,,,Schenck,Bangor Christian,20.0,61.0,2026-02-08T20:16:07Z
2026-01-19,Girls,11433,Penquis Valley HS,Schenck,D,North,North-D,North-D,10,11,5-13-0 (0.278),18,18,9.222222,26.2962955555,win,Penquis Valley HS,Schenck,34.0,13.333333,X,,,Penquis Valley HS,Schenck,37.0,35.0,2026-02-08T20:16:07Z
2026-01-24,Girls,11437,Schenck,Woodland Sr.,D,North,North-D,North-D,13,8,7-11-0 (0.389),18,18,13.333333,42.6543194444,win,Schenck,Woodland Sr.,34.0,16.777777,X,,,Woodland Sr.,Schenck,45.0,51.0,2026-02-08T20:16:07Z
2026-01-31,Girls,11441,Machias Memorial,Schenck,D,North,North-D,North-D,17,2,16-2-0 (0.889),18,18,30.0,132.9629588888,win,Machias Memorial,Schenck,34.0,13.333333,X,,,Schenck,Machias Memorial,41.0,52.0,2026-02-08T20:16:07Z
2026-02-02,Girls,11443,Schenck,Lee Academy,D,North,North-D,North-D,17,8,7-11-0 (0.389),18,18,13.333333,42.6543194444,win,Schenck,Lee Academy,34.0,6.0,X,,,Schenck,Lee Academy,55.0,30.0,2026-02-08T20:16:07Z
2026-02-04,Girls,11445,Schenck,Stearns Sr.,D,North,North-D,North-D,18,8,7-11-0 (0.389),18,18,13.333333,42.6543194444,win,Schenck,Stearns Sr.,34.0,13.555555,X,,,Stearns Sr.,Schenck,50.0,53.0,2026-02-08T20:16:07Z
2025-12-06,Boys,11449,Bangor,Brunswick,A,North,North-A,North-A,1,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Brunswick,40.0,30.666666,X,,,Bangor,Brunswick,54.0,46.0,2026-02-08T20:16:07Z
2025-12-11,Boys,11451,Mount Desert Island,,B,North,North-B,,0,4,15-3-0 (0.833),18,18,31.777777,128.4567866666,normal,,,,,,,,,,,,2026-02-08T20:16:07Z
2025-12-11,Boys,11453,Mount Desert Island,,B,North,North-B,,0,4,15-3-0 (0.833),18,18,31.777777,128.4567866666,normal,,,,,,,,,,,,2026-02-08T20:16:07Z
2025-12-11,Boys,11455,Mount Desert Island,Bangor,B,North,North-B,North-A,3,4,15-3-0 (0.833),18,18,31.777777,128.4567866666,win,Mount Desert Island,Bangor,40.0,22.111111,X,,,Mount Desert Island,Bangor,63.0,51.0,2026-02-08T20:16:07Z
2025-12-09,Boys,11459,Bangor,Messalonskee,A,North,North-A,North-A,2,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Messalonskee,40.0,10.888888,X,,,Bangor,Messalonskee,75.0,57.0,2026-02-08T20:16:07Z
2025-12-13,Boys,11543,Camden Hills Regional,Bangor,A,North,North-A,North-A,4,1,17-1-0 (0.944),18,18,37.555555,173.4567855555,win,Camden Hills Regional,Bangor,40.0,22.111111,X,,,Bangor,Camden Hills Regional,34.0,62.0,2026-02-08T20:16:07Z
2025-12-16,Boys,11546,Bangor,Skowhegan Area,A,North,North-A,North-A,5,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Skowhegan Area,40.0,17.555555,X,,,Skowhegan Area,Bangor,36.0,44.0,2026-02-08T20:16:07Z
2026-01-02,Boys,11552,Lewiston,Bangor,A,North,North-A,North-A,7,5,10-8-0 (0.556),18,18,22.0,86.4197505555,win,Lewiston,Bangor,40.0,22.111111,X,,,Lewiston,Bangor,64.0,59.0,2026-02-08T20:16:07Z
2026-01-09,Boys,11554,Bangor,Old Town,A,North,North-A,North-B,10,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Old Town,38.0,4.222222,X,,,Old Town,Bangor,42.0,67.0,2026-02-08T20:16:07Z
2026-01-13,Boys,11556,Hampden Academy,Bangor,A,North,North-A,North-A,10,7,9-9-0 (0.500),18,18,19.777777,60.8641955555,win,Hampden Academy,Bangor,40.0,22.111111,X,,,Hampden Academy,Bangor,49.0,46.0,2026-02-08T20:16:07Z
2026-01-16,Boys,11558,Bangor,Mount Ararat,A,North,North-A,North-A,12,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Mount Ararat,40.0,4.222222,X,,,Bangor,Mount Ararat,57.0,50.0,2026-02-08T20:16:07Z
2026-01-23,Boys,11560,Bangor,Lewiston,A,North,North-A,North-A,14,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Lewiston,40.0,22.0,X,,,Bangor,Lewiston,69.0,44.0,2026-02-08T20:16:07Z
2026-01-27,Boys,11562,Bangor,Mount Blue,A,North,North-A,North-A,15,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Mount Blue,40.0,22.222222,X,,,Mount Blue,Bangor,51.0,60.0,2026-02-08T20:16:07Z
2026-01-30,Boys,11565,Edward Little,Bangor,A,North,North-A,North-A,16,2,14-4-0 (0.778),18,18,31.111111,131.9135766666,win,Edward Little,Bangor,40.0,22.111111,X,,,Edward Little,Bangor,58.0,38.0,2026-02-08T20:16:07Z
2026-02-03,Boys,11567,Bangor,Skowhegan Area,A,North,North-A,North-A,17,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Skowhegan Area,40.0,17.555555,X,,,Bangor,Skowhegan Area,53.0,46.0,2026-02-08T20:16:07Z
2026-02-05,Boys,11569,Bangor,Hampden Academy,A,North,North-A,North-A,18,4,10-8-0 (0.556),18,18,22.111111,87.777775,win,Bangor,Hampden Academy,40.0,19.777777,X,,,Bangor,Hampden Academy,55.0,50.0,2026-02-08T20:16:07Z
2026-01-06,Boys,11571,Ellsworth,Bangor,B,North,North-B,North-A,10,5,14-4-0 (0.778),18,18,29.888888,123.3950583333,win,Ellsworth,Bangor,40.0,22.111111,X,,,Bangor,Ellsworth,62.0,66.0,2026-02-08T20:16:07Z
2025-12-09,Girls,11575,Bangor,Messalonskee,A,North,North-A,North-A,2,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Messalonskee,40.0,6.666666,X,,,Messalonskee,Bangor,39.0,68.0,2026-02-08T20:16:07Z
2025-12-11,Girls,11577,Bangor,Mount Desert Island,A,North,North-A,North-B,3,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Mount Desert Island,38.0,25.222222,X,,,Bangor,Mount Desert Island,50.0,33.0,2026-02-08T20:16:07Z
2025-12-13,Girls,11581,Camden Hills Regional,Bangor,A,North,North-A,North-A,4,3,15-3-0 (0.833),18,18,33.111111,126.975305,win,Camden Hills Regional,Bangor,40.0,28.666666,X,,,Camden Hills Regional,Bangor,53.0,33.0,2026-02-08T20:16:07Z
2025-12-23,Girls,11583,Bangor,Skowhegan Area,A,North,North-A,North-A,6,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Skowhegan Area,40.0,17.777777,X,,,Bangor,Skowhegan Area,51.0,44.0,2026-02-08T20:16:07Z
2025-12-22,Girls,11585,Bangor,Brewer,A,North,North-A,North-A,5,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Brewer,40.0,11.111111,X,,,Bangor,Brewer,53.0,33.0,2026-02-08T20:16:07Z
2026-01-02,Girls,11587,Bangor,Lewiston,A,North,North-A,North-A,8,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Lewiston,40.0,19.888888,X,,,Bangor,Lewiston,56.0,33.0,2026-02-08T20:16:07Z
2026-01-06,Girls,11589,Bangor,Ellsworth,A,North,North-A,North-B,9,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Ellsworth,38.0,23.222222,X,,,Ellsworth,Bangor,35.0,42.0,2026-02-08T20:16:07Z
2026-01-09,Girls,11591,Old Town,Bangor,B,North,North-B,North-A,10,2,14-4-0 (0.778),18,18,29.333333,148.6419733333,win,Old Town,Bangor,40.0,28.666666,X,,,Bangor,Old Town,22.0,37.0,2026-02-08T20:16:07Z
2026-01-13,Girls,11593,Hampden Academy,Bangor,A,North,North-A,North-A,11,2,14-4-0 (0.778),18,18,30.555555,135.1234533333,win,Hampden Academy,Bangor,40.0,28.666666,X,,,Bangor,Hampden Academy,27.0,37.0,2026-02-08T20:16:07Z
2026-01-16,Girls,11595,Mount Ararat,Bangor,A,North,North-A,North-A,12,1,17-1-0 (0.944),18,18,37.444444,162.0370333333,win,Mount Ararat,Bangor,40.0,28.666666,X,,,Mount Ararat,Bangor,47.0,26.0,2026-02-08T20:16:07Z
2026-01-27,Girls,11599,Bangor,Mount Blue,A,North,North-A,North-A,15,5,13-5-0 (0.722),18,18,28.666666,107.3456755555,win,Bangor,Mount Blue,40.0,1.0,X,,,Bangor,Mount Blue,83.0,19.0,2026-02-08T20:16:07Z
