Date,Gender,GameID,Team1,Team2,SchoolClass,SchoolRegion,SchoolDivision,OppDiv,GameNum,Rank,RecordText,GamesPlayed,GamesScheduled,PI,TI,Result,Winner,Loser,WinPoints,OppPreliminaryIndex,WinFlag,LossFlag,TieFlag,HomeTeam,AwayTeam,HomeScore,AwayScore,ScrapedAt
2/3/2026,Girls,10872,Winthrop,Boothbay Region,C,South,South-C,South-D,17,6,8-8-0 (0.500),16,18,15.666666,51.91357778,normal,,,,,,,,Winthrop,Boothbay Region,,,2026-02-02T11:38:32Z
12/11/2025,Girls,10874,Winthrop,Old Orchard Beach,C,South,South-C,South-D,3,6,8-8-0 (0.500),16,18,15.666666,51.91357778,win,Winthrop,Old Orchard Beach,34,19.444444,X,,,Old Orchard Beach,Winthrop,43,50,2026-02-02T11:38:32Z
12/5/2025,Boys,10948,Mount Abram,Spruce Mountain,D,South,South-D,South-C,1,1,14-3-0 (0.824),17,18,27.111111,103.888885,win,Mount Abram,Spruce Mountain,36,27.666666,X,,,Mount Abram,Spruce Mountain,48,46,2026-02-02T11:38:32Z
12/11/2025,Boys,10950,Hall-Dale HS,Spruce Mountain,C,South,South-C,South-C,2,3,13-3-0 (0.813),16,18,25.222222,120.7407367,win,Hall-Dale HS,Spruce Mountain,36,27.666666,X,,,Hall-Dale HS,Spruce Mountain,51,48,2026-02-02T11:38:32Z
12/13/2025,Boys,10952,Spruce Mountain,Traip Academy,C,South,South-C,South-C,3,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Traip Academy,36,9.666666,X,,,Spruce Mountain,Traip Academy,67,33,2026-02-02T11:38:32Z
12/16/2025,Boys,10954,Spruce Mountain,Boothbay Region,C,South,South-C,South-D,4,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Boothbay Region,34,7.666666,X,,,Boothbay Region,Spruce Mountain,50,60,2026-02-02T11:38:32Z
12/18/2025,Boys,10956,Spruce Mountain,Maranacook Community,C,South,South-C,South-C,5,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Maranacook Community,36,25.555555,X,,,Spruce Mountain,Maranacook Community,42,32,2026-02-02T11:38:32Z
12/5/2025,Girls,10997,Gardiner Area,Belfast Area,B,North,North-B,North-B,1,1,15-1-0 (0.938),16,18,31.777777,135.8024661,win,Gardiner Area,Belfast Area,38,8.111111,X,,,Gardiner Area,Belfast Area,61,26,2026-02-02T11:38:32Z
12/9/2025,Girls,10999,Mount Desert Island,Belfast Area,B,North,North-B,North-B,2,7,11-6-0 (0.647),17,18,23.111111,83.45678833,win,Mount Desert Island,Belfast Area,38,8.111111,X,,,Belfast Area,Mount Desert Island,27,58,2026-02-02T11:38:32Z
12/11/2025,Girls,11001,Hermon,Belfast Area,B,North,North-B,North-B,3,5,9-8-0 (0.529),17,18,18.777777,95.37036889,win,Hermon,Belfast Area,38,8.111111,X,,,Hermon,Belfast Area,61,29,2026-02-02T11:38:32Z
12/13/2025,Girls,11003,Ellsworth,Belfast Area,B,North,North-B,North-B,3,3,11-6-0 (0.647),17,18,23.222222,98.209875,win,Ellsworth,Belfast Area,38,8.111111,X,,,Belfast Area,Ellsworth,28,60,2026-02-02T11:38:32Z
12/16/2025,Girls,11005,Belfast Area,Mount View,B,North,North-B,South-C,5,11,4-13-0 (0.235),17,18,8.111111,27.28395,win,Belfast Area,Mount View,36,16.222222,X,,,Mount View,Belfast Area,36,42,2026-02-02T11:38:32Z
1/10/2026,Girls,11007,Oceanside,Belfast Area,B,South,South-B,North-B,11,1,16-1-0 (0.941),17,18,33.777777,133.2098733,win,Oceanside,Belfast Area,38,8.111111,X,,,Oceanside,Belfast Area,80,40,2026-02-02T11:38:32Z
12/9/2025,Boys,11010,Medomak Valley,Yarmouth,B,South,South-B,South-B,2,2,13-3-0 (0.813),16,18,27.333333,105.24691,win,Medomak Valley,Yarmouth,38,27.333333,X,,,Medomak Valley,Yarmouth,69,36,2026-02-02T11:38:32Z
12/9/2025,Girls,11012,Yarmouth,Medomak Valley,B,South,South-B,South-B,2,8,8-8-0 (0.500),16,18,16.777777,47.77777611,win,Yarmouth,Medomak Valley,38,12.555555,X,,,Yarmouth,Medomak Valley,33,30,2026-02-02T11:38:32Z
12/22/2025,Girls,11013,Belfast Area,Lincoln Academy,B,North,North-B,South-B,6,11,4-13-0 (0.235),17,18,8.111111,27.28395,win,Belfast Area,Lincoln Academy,38,10.444444,X,,,Belfast Area,Lincoln Academy,49,45,2026-02-02T11:38:32Z
12/30/2025,Girls,11016,Belfast Area,Maine Central Institute,B,North,North-B,North-C,7,11,4-13-0 (0.235),17,18,8.111111,27.28395,win,Belfast Area,Maine Central Institute,36,6.222222,X,,,Belfast Area,Maine Central Institute,47,34,2026-02-02T11:38:32Z
12/12/2025,Boys,11018,York,Yarmouth,B,South,South-B,South-B,3,1,15-1-0 (0.938),16,18,31.888888,119.7530828,win,York,Yarmouth,38,27.333333,X,,,Yarmouth,York,53,55,2026-02-02T11:38:32Z
1/3/2026,Girls,11019,Belfast Area,Mount View,B,North,North-B,South-C,8,11,4-13-0 (0.235),17,18,8.111111,27.28395,win,Belfast Area,Mount View,36,16.222222,X,,,Belfast Area,Mount View,42,37,2026-02-02T11:38:32Z
12/12/2025,Girls,11021,York,Yarmouth,B,South,South-B,South-B,3,3,10-6-0 (0.625),16,18,21,94.69135556,win,York,Yarmouth,38,16.777777,X,,,York,Yarmouth,35,23,2026-02-02T11:38:32Z
12/16/2025,Girls,11023,Greely,Yarmouth,B,South,South-B,South-B,4,4,12-4-0 (0.750),16,18,25.333333,91.85185,win,Greely,Yarmouth,38,16.777777,X,,,Greely,Yarmouth,33,27,2026-02-02T11:38:32Z
12/16/2025,Boys,11025,Yarmouth,Greely,B,South,South-B,South-B,4,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,Greely,38,10.555555,X,,,Greely,Yarmouth,44,51,2026-02-02T11:38:32Z
12/18/2025,Girls,11027,Freeport,Yarmouth,B,South,South-B,South-B,5,7,8-8-0 (0.500),16,18,17,50.12345556,win,Freeport,Yarmouth,38,16.777777,X,,,Yarmouth,Freeport,34,42,2026-02-02T11:38:32Z
12/20/2025,Girls,11030,Gray-New Gloucester,Yarmouth,B,South,South-B,South-B,7,2,15-1-0 (0.938),16,18,31.888888,132.9012317,win,Gray-New Gloucester,Yarmouth,38,16.777777,X,,,Yarmouth,Gray-New Gloucester,23,53,2026-02-02T11:38:32Z
1/12/2026,Girls,11034,John Bapst Memorial,Belfast Area,B,North,North-B,North-B,12,10,8-9-0 (0.471),17,18,16.777777,45.67901111,win,John Bapst Memorial,Belfast Area,38,8.111111,X,,,John Bapst Memorial,Belfast Area,53,25,2026-02-02T11:38:32Z
1/8/2026,Girls,11037,Mount Desert Island,Belfast Area,B,North,North-B,North-B,11,7,11-6-0 (0.647),17,18,23.111111,83.45678833,win,Mount Desert Island,Belfast Area,38,8.111111,X,,,Mount Desert Island,Belfast Area,77,38,2026-02-02T11:38:32Z
1/13/2026,Girls,11039,Oceanside,Belfast Area,B,South,South-B,North-B,12,1,16-1-0 (0.941),17,18,33.777777,133.2098733,win,Oceanside,Belfast Area,38,8.111111,X,,,Belfast Area,Oceanside,28,56,2026-02-02T11:38:32Z
1/17/2026,Girls,11041,Medomak Valley,Belfast Area,B,South,South-B,North-B,11,12,6-10-0 (0.375),16,18,12.555555,39.93827056,win,Medomak Valley,Belfast Area,38,8.111111,X,,,Medomak Valley,Belfast Area,41,28,2026-02-02T11:38:32Z
1/19/2026,Girls,11044,Hermon,Belfast Area,B,North,North-B,North-B,13,5,9-8-0 (0.529),17,18,18.777777,95.37036889,win,Hermon,Belfast Area,38,8.111111,X,,,Belfast Area,Hermon,34,42,2026-02-02T11:38:32Z
1/23/2026,Girls,11046,Ellsworth,Belfast Area,B,North,North-B,North-B,15,3,11-6-0 (0.647),17,18,23.222222,98.209875,win,Ellsworth,Belfast Area,38,8.111111,X,,,Ellsworth,Belfast Area,54,33,2026-02-02T11:38:32Z
1/12/2026,Boys,11048,Spruce Mountain,Dirigo,C,South,South-C,South-C,11,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Dirigo,36,17.333333,X,,,Spruce Mountain,Dirigo,64,40,2026-02-02T11:38:32Z
1/27/2026,Girls,11051,Nokomis,Belfast Area,B,North,North-B,North-B,15,12,2-14-0 (0.125),16,18,4.333333,13.14814778,win,Nokomis,Belfast Area,38,8.111111,X,,,Belfast Area,Nokomis,30,52,2026-02-02T11:38:32Z
12/20/2025,Boys,11053,Yarmouth,Gray-New Gloucester,B,South,South-B,South-B,6,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,Gray-New Gloucester,38,10.555555,X,,,Yarmouth,Gray-New Gloucester,52,42,2026-02-02T11:38:32Z
1/16/2026,Boys,11054,Spruce Mountain,Oak Hill,C,South,South-C,South-C,13,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Oak Hill,36,17.777777,X,,,Spruce Mountain,Oak Hill,82,45,2026-02-02T11:38:32Z
1/30/2026,Girls,11056,Gardiner Area,Belfast Area,B,North,North-B,North-B,16,1,15-1-0 (0.938),16,18,31.777777,135.8024661,win,Gardiner Area,Belfast Area,38,8.111111,X,,,Belfast Area,Gardiner Area,18,63,2026-02-02T11:38:32Z
2/4/2026,Boys,11058,Spruce Mountain,Mount Abram,C,South,South-C,South-D,18,2,14-2-0 (0.875),16,18,27.666666,123.3950578,normal,,,,,,,,Spruce Mountain,Mount Abram,,,2026-02-02T11:38:32Z
2/3/2026,Girls,11060,Lawrence,Belfast Area,B,North,North-B,North-B,17,6,11-5-0 (0.688),16,18,23.555555,88.148145,normal,,,,,,,,Lawrence,Belfast Area,,,2026-02-02T11:38:32Z
12/22/2025,Girls,11062,Yarmouth,Lake Region,B,South,South-B,South-B,7,8,8-8-0 (0.500),16,18,16.777777,47.77777611,win,Yarmouth,Lake Region,38,12.444444,X,,,Lake Region,Yarmouth,27,37,2026-02-02T11:38:32Z
1/27/2026,Boys,11064,Spruce Mountain,Mountain Valley,C,South,South-C,South-C,14,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Mountain Valley,36,5.777777,X,,,Spruce Mountain,Mountain Valley,63,41,2026-02-02T11:38:32Z
12/22/2025,Boys,11066,Lake Region,Yarmouth,B,South,South-B,South-B,6,5,13-3-0 (0.813),16,18,27.222222,91.66666333,win,Lake Region,Yarmouth,38,27.333333,X,,,Lake Region,Yarmouth,78,74,2026-02-02T11:38:32Z
1/30/2026,Boys,11067,Spruce Mountain,Mount View,C,South,South-C,South-C,16,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Mount View,36,20.444444,X,,,Mount View,Spruce Mountain,33,45,2026-02-02T11:38:32Z
2/2/2026,Boys,11070,Spruce Mountain,Oak Hill,C,South,South-C,South-C,17,2,14-2-0 (0.875),16,18,27.666666,123.3950578,normal,,,,,,,,Spruce Mountain,Oak Hill,,,2026-02-02T11:38:32Z
1/2/2026,Girls,11071,Yarmouth,Cape Elizabeth,B,South,South-B,South-B,8,8,8-8-0 (0.500),16,18,16.777777,47.77777611,win,Yarmouth,Cape Elizabeth,38,14.444444,X,,,Yarmouth,Cape Elizabeth,21,20,2026-02-02T11:38:32Z
1/28/2026,Boys,11074,Spruce Mountain,Lisbon,C,South,South-C,South-C,15,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Lisbon,36,16,X,,,Spruce Mountain,Lisbon,60,19,2026-02-02T11:38:32Z
1/6/2026,Girls,11076,Yarmouth,Lincoln Academy,B,South,South-B,South-B,9,8,8-8-0 (0.500),16,18,16.777777,47.77777611,win,Yarmouth,Lincoln Academy,38,10.444444,X,,,Lincoln Academy,Yarmouth,34,42,2026-02-02T11:38:32Z
1/9/2026,Boys,11077,Hall-Dale HS,Winslow,C,South,South-C,South-C,9,3,13-3-0 (0.813),16,18,25.222222,120.7407367,win,Hall-Dale HS,Winslow,36,14.444444,X,,,Winslow,Hall-Dale HS,28,55,2026-02-02T11:38:32Z
1/6/2026,Boys,11080,Yarmouth,Lincoln Academy,B,South,South-B,South-B,9,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,Lincoln Academy,38,10.555555,X,,,Yarmouth,Lincoln Academy,72,43,2026-02-02T11:38:32Z
12/22/2025,Boys,11082,Spruce Mountain,Monmouth Academy,C,South,South-C,South-D,6,2,14-2-0 (0.875),16,18,27.666666,123.3950578,win,Spruce Mountain,Monmouth Academy,34,21,X,,,Spruce Mountain,Monmouth Academy,52,27,2026-02-02T11:38:32Z
1/15/2026,Girls,11085,York,Yarmouth,B,South,South-B,South-B,12,3,10-6-0 (0.625),16,18,21,94.69135556,win,York,Yarmouth,38,16.777777,X,,,Yarmouth,York,40,47,2026-02-02T11:38:32Z
1/15/2026,Boys,11087,Yarmouth,York,B,South,South-B,South-B,12,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,York,38,31.888888,X,,,York,Yarmouth,71,74,2026-02-02T11:38:32Z
1/19/2026,Boys,11089,Yarmouth,Freeport,B,South,South-B,South-B,13,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,Freeport,38,8.444444,X,,,Yarmouth,Freeport,76,55,2026-02-02T11:38:32Z
1/23/2026,Girls,11091,Greely,Yarmouth,B,South,South-B,South-B,14,4,12-4-0 (0.750),16,18,25.333333,91.85185,win,Greely,Yarmouth,38,16.777777,X,,,Yarmouth,Greely,21,39,2026-02-02T11:38:32Z
1/23/2026,Boys,11093,Yarmouth,Greely,B,South,South-B,South-B,14,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,Greely,38,10.555555,X,,,Yarmouth,Greely,78,44,2026-02-02T11:38:32Z
1/27/2026,Girls,11101,Yarmouth,Lake Region,B,South,South-B,South-B,15,8,8-8-0 (0.500),16,18,16.777777,47.77777611,win,Yarmouth,Lake Region,38,12.444444,X,,,Yarmouth,Lake Region,32,26,2026-02-02T11:38:32Z
1/27/2026,Boys,11105,Yarmouth,Lake Region,B,South,South-B,South-B,15,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,Lake Region,38,27.222222,X,,,Yarmouth,Lake Region,59,41,2026-02-02T11:38:32Z
1/29/2026,Boys,11113,Yarmouth,Gray-New Gloucester,B,South,South-B,South-B,16,3,13-3-0 (0.813),16,18,27.333333,101.9934606,win,Yarmouth,Gray-New Gloucester,38,10.555555,X,,,Gray-New Gloucester,Yarmouth,58,74,2026-02-02T11:38:32Z
1/29/2026,Girls,11118,Gray-New Gloucester,Yarmouth,B,South,South-B,South-B,16,2,15-1-0 (0.938),16,18,31.888888,132.9012317,win,Gray-New Gloucester,Yarmouth,38,16.777777,X,,,Gray-New Gloucester,Yarmouth,47,22,2026-02-02T11:38:32Z
2/2/2026,Boys,11125,Yarmouth,Cape Elizabeth,B,South,South-B,South-B,17,3,13-3-0 (0.813),16,18,27.333333,101.9934606,normal,,,,,,,,Yarmouth,Cape Elizabeth,,,2026-02-02T11:38:32Z
12/5/2025,Boys,11137,Gardiner Area,Belfast Area,B,North,North-B,North-B,1,3,14-2-0 (0.875),16,18,29.555555,132.7160456,win,Gardiner Area,Belfast Area,38,12.444444,X,,,Gardiner Area,Belfast Area,64,48,2026-02-02T11:38:32Z
12/8/2025,Boys,11139,Mount Desert Island,Belfast Area,B,North,North-B,North-B,2,4,15-2-0 (0.882),17,18,31.777777,120.1234533,win,Mount Desert Island,Belfast Area,38,12.444444,X,,,Mount Desert Island,Belfast Area,73,48,2026-02-02T11:38:32Z
12/13/2025,Boys,11143,Ellsworth,Belfast Area,B,North,North-B,North-B,3,5,13-4-0 (0.765),17,18,27.777777,98.51851556,win,Ellsworth,Belfast Area,38,12.444444,X,,,Belfast Area,Ellsworth,48,65,2026-02-02T11:38:32Z
12/16/2025,Boys,11145,Mount View,Belfast Area,C,South,South-C,North-B,5,4,10-7-0 (0.588),17,18,20.444444,63.02469,win,Mount View,Belfast Area,38,12.444444,X,,,Mount View,Belfast Area,50,38,2026-02-02T11:38:32Z
2/3/2026,Boys,11155,Belfast Area,Lawrence,B,North,North-B,North-B,18,7,6-11-0 (0.353),17,18,12.444444,53.209875,normal,,,,,,,,Belfast Area,Lawrence,,,2026-02-02T11:38:32Z
1/30/2026,Boys,11157,Gardiner Area,Belfast Area,B,North,North-B,North-B,16,3,14-2-0 (0.875),16,18,29.555555,132.7160456,win,Gardiner Area,Belfast Area,38,12.444444,X,,,Belfast Area,Gardiner Area,62,77,2026-02-02T11:38:32Z
1/27/2026,Boys,11159,Nokomis,Belfast Area,B,North,North-B,North-B,15,10,4-12-0 (0.250),16,18,8.555555,22.53086333,win,Nokomis,Belfast Area,38,12.444444,X,,,Nokomis,Belfast Area,61,43,2026-02-02T11:38:32Z
1/23/2026,Boys,11161,Ellsworth,Belfast Area,B,North,North-B,North-B,15,5,13-4-0 (0.765),17,18,27.777777,98.51851556,win,Ellsworth,Belfast Area,38,12.444444,X,,,Ellsworth,Belfast Area,76,33,2026-02-02T11:38:32Z
1/19/2026,Boys,11163,Hermon,Belfast Area,B,North,North-B,North-B,13,1,15-2-0 (0.882),17,18,31.444444,158.2098722,win,Hermon,Belfast Area,38,12.444444,X,,,Hermon,Belfast Area,59,44,2026-02-02T11:38:32Z
1/17/2026,Boys,11166,Medomak Valley,Belfast Area,B,South,South-B,North-B,11,2,13-3-0 (0.813),16,18,27.333333,105.24691,win,Medomak Valley,Belfast Area,38,12.444444,X,,,Belfast Area,Medomak Valley,59,84,2026-02-02T11:38:32Z
1/13/2026,Boys,11168,Oceanside,Belfast Area,B,South,South-B,North-B,12,7,8-9-0 (0.471),17,18,16.777777,49.62962778,win,Oceanside,Belfast Area,38,12.444444,X,,,Oceanside,Belfast Area,56,40,2026-02-02T11:38:32Z
12/6/2025,Boys,11169,Hampden Academy,Oxford Hills,A,North,North-A,North-A,1,7,8-8-0 (0.500),16,18,17.555555,48.64197333,win,Hampden Academy,Oxford Hills,40,8.888888,X,,,Oxford Hills,Hampden Academy,38,51,2026-02-02T11:38:32Z
1/9/2026,Boys,11172,Mount Desert Island,Belfast Area,B,North,North-B,North-B,10,4,15-2-0 (0.882),17,18,31.777777,120.1234533,win,Mount Desert Island,Belfast Area,38,12.444444,X,,,Belfast Area,Mount Desert Island,55,75,2026-02-02T11:38:32Z
1/6/2026,Boys,11174,Belfast Area,John Bapst Memorial,B,North,North-B,North-B,9,7,6-11-0 (0.353),17,18,12.444444,53.209875,win,Belfast Area,John Bapst Memorial,38,8.444444,X,,,Belfast Area,John Bapst Memorial,57,47,2026-02-02T11:38:32Z
1/3/2026,Boys,11176,Belfast Area,Mount View,B,North,North-B,South-C,8,7,6-11-0 (0.353),17,18,12.444444,53.209875,win,Belfast Area,Mount View,36,20.444444,X,,,Belfast Area,Mount View,71,63,2026-02-02T11:38:32Z
12/30/2025,Boys,11178,Belfast Area,Maine Central Institute,B,North,North-B,North-C,7,7,6-11-0 (0.353),17,18,12.444444,53.209875,win,Belfast Area,Maine Central Institute,36,8.111111,X,,,Maine Central Institute,Belfast Area,42,59,2026-02-02T11:38:32Z
1/15/2026,Boys,11180,Oxford Hills,Messalonskee,A,North,North-A,North-A,12,10,4-12-0 (0.250),16,18,8.888888,27.96296167,win,Oxford Hills,Messalonskee,40,8.666666,X,,,Messalonskee,Oxford Hills,38,49,2026-02-02T11:38:32Z
12/22/2025,Boys,11182,Belfast Area,Lincoln Academy,B,North,North-B,South-B,6,7,6-11-0 (0.353),17,18,12.444444,53.209875,win,Belfast Area,Lincoln Academy,38,10.555555,X,,,Lincoln Academy,Belfast Area,54,71,2026-02-02T11:38:32Z
1/10/2026,Boys,11184,Belfast Area,Oceanside,B,North,North-B,South-B,11,7,6-11-0 (0.353),17,18,12.444444,53.209875,win,Belfast Area,Oceanside,38,16.777777,X,,,Belfast Area,Oceanside,73,72,2026-02-02T11:38:32Z
2/3/2026,Boys,11186,Brunswick,Oxford Hills,A,North,North-A,North-A,17,3,12-4-0 (0.750),16,18,26.222222,93.64197222,normal,,,,,,,,Brunswick,Oxford Hills,,,2026-02-02T11:38:32Z
1/23/2026,Boys,11204,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,14,8,8-8-0 (0.500),16,18,17.555555,43.58024444,win,Skowhegan Area,Oxford Hills,40,8.888888,X,,,Oxford Hills,Skowhegan Area,60,65,2026-02-02T11:38:32Z
12/9/2025,Boys,11210,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,2,8,8-8-0 (0.500),16,18,17.555555,43.58024444,win,Skowhegan Area,Oxford Hills,40,8.888888,X,,,Skowhegan Area,Oxford Hills,65,44,2026-02-02T11:38:32Z
12/27/2025,Boys,11224,Bangor,Oxford Hills,A,North,North-A,North-A,7,5,8-8-0 (0.500),16,18,17.666666,60.86419556,win,Bangor,Oxford Hills,40,8.888888,X,,,Bangor,Oxford Hills,58,46,2026-02-02T11:38:32Z
1/20/2026,Boys,11226,Oxford Hills,Bangor,A,North,North-A,North-A,13,10,4-12-0 (0.250),16,18,8.888888,27.96296167,win,Oxford Hills,Bangor,40,17.666666,X,,,Oxford Hills,Bangor,63,61,2026-02-02T11:38:32Z
1/27/2026,Boys,11235,Lewiston,Oxford Hills,A,North,North-A,North-A,15,4,9-7-0 (0.563),16,18,19.777777,65.49382444,win,Lewiston,Oxford Hills,40,8.888888,X,,,Lewiston,Oxford Hills,70,31,2026-02-02T11:38:32Z
12/12/2025,Boys,11240,Oxford Hills,Lewiston,A,North,North-A,North-A,3,10,4-12-0 (0.250),16,18,8.888888,27.96296167,win,Oxford Hills,Lewiston,40,19.777777,X,,,Oxford Hills,Lewiston,49,47,2026-02-02T11:38:32Z
12/30/2025,Boys,11244,Oxford Hills,Mount Ararat,A,North,North-A,North-A,7,10,4-12-0 (0.250),16,18,8.888888,27.96296167,win,Oxford Hills,Mount Ararat,40,4.222222,X,,,Oxford Hills,Mount Ararat,80,49,2026-02-02T11:38:32Z
12/4/2025,Girls,11255,Spruce Mountain,Mount Abram,C,South,South-C,South-D,1,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Mount Abram,34,29,X,,,Spruce Mountain,Mount Abram,47,34,2026-02-02T11:38:32Z
12/15/2025,Girls,11257,Spruce Mountain,Hall-Dale HS,C,South,South-C,South-C,4,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Hall-Dale HS,36,7.777777,X,,,Spruce Mountain,Hall-Dale HS,78,15,2026-02-02T11:38:32Z
12/17/2025,Girls,11259,Spruce Mountain,Boothbay Region,C,South,South-C,South-D,5,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Boothbay Region,34,9.777777,X,,,Spruce Mountain,Boothbay Region,84,14,2026-02-02T11:38:32Z
12/23/2025,Girls,11262,Spruce Mountain,Monmouth Academy,C,South,South-C,South-D,6,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Monmouth Academy,34,15.444444,X,,,Monmouth Academy,Spruce Mountain,29,53,2026-02-02T11:38:32Z
1/2/2026,Girls,11264,Spruce Mountain,Winslow,C,South,South-C,South-C,8,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Winslow,36,20.333333,X,,,Spruce Mountain,Winslow,60,30,2026-02-02T11:38:32Z
1/9/2026,Girls,11266,Wells,Spruce Mountain,C,South,South-C,South-C,9,3,14-2-0 (0.875),16,18,27.777777,106.35802,win,Wells,Spruce Mountain,36,29.444444,X,,,Spruce Mountain,Wells,36,44,2026-02-02T11:38:32Z
1/13/2026,Girls,11268,Spruce Mountain,Dirigo,C,South,South-C,South-C,11,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Dirigo,36,15.444444,X,,,Dirigo,Spruce Mountain,49,78,2026-02-02T11:38:32Z
1/19/2026,Girls,11270,Spruce Mountain,Oak Hill,C,South,South-C,South-C,13,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Oak Hill,36,23.666666,X,,,Oak Hill,Spruce Mountain,21,52,2026-02-02T11:38:32Z
1/21/2026,Girls,11272,Spruce Mountain,Mount Abram,C,South,South-C,South-D,14,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Mount Abram,34,29,X,,,Mount Abram,Spruce Mountain,34,39,2026-02-02T11:38:32Z
1/27/2026,Girls,11274,Spruce Mountain,Mountain Valley,C,South,South-C,South-C,15,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Mountain Valley,36,9.777777,X,,,Mountain Valley,Spruce Mountain,10,74,2026-02-02T11:38:32Z
1/31/2026,Girls,11276,Spruce Mountain,Mount View,C,South,South-C,South-C,16,1,15-1-0 (0.938),16,18,29.444444,152.716045,win,Spruce Mountain,Mount View,36,16.222222,X,,,Spruce Mountain,Mount View,65,52,2026-02-02T11:38:32Z
2/3/2026,Girls,11279,Spruce Mountain,Oak Hill,C,South,South-C,South-C,17,1,15-1-0 (0.938),16,18,29.444444,152.716045,normal,,,,,,,,Spruce Mountain,Oak Hill,,,2026-02-02T11:38:32Z
2/5/2026,Girls,11281,Spruce Mountain,Lisbon,C,South,South-C,South-C,18,1,15-1-0 (0.938),16,18,29.444444,152.716045,normal,,,,,,,,Spruce Mountain,Lisbon,,,2026-02-02T11:38:32Z
12/30/2025,Girls,11283,Mount Ararat,Oxford Hills,A,North,North-A,North-A,6,1,15-1-0 (0.938),16,18,33,121.7901211,win,Mount Ararat,Oxford Hills,40,2.222222,X,,,Mount Ararat,Oxford Hills,72,14,2026-02-02T11:38:32Z
12/12/2025,Girls,11285,Lewiston,Oxford Hills,A,North,North-A,North-A,3,7,8-8-0 (0.500),16,18,17.666666,40.43209722,win,Lewiston,Oxford Hills,40,2.222222,X,,,Lewiston,Oxford Hills,65,30,2026-02-02T11:38:32Z
1/27/2026,Girls,11287,Lewiston,Oxford Hills,A,North,North-A,North-A,15,7,8-8-0 (0.500),16,18,17.666666,40.43209722,win,Lewiston,Oxford Hills,40,2.222222,X,,,Oxford Hills,Lewiston,20,69,2026-02-02T11:38:32Z
1/30/2026,Girls,11289,Brewer,Oxford Hills,A,North,North-A,North-A,16,8,5-11-0 (0.313),16,18,11.111111,22.59259167,win,Brewer,Oxford Hills,40,2.222222,X,,,Oxford Hills,Brewer,22,48,2026-02-02T11:38:32Z
1/19/2026,Girls,11291,Bangor,Oxford Hills,A,North,North-A,North-A,13,5,12-4-0 (0.750),16,18,26.444444,90.12345444,win,Bangor,Oxford Hills,40,2.222222,X,,,Bangor,Oxford Hills,60,29,2026-02-02T11:38:32Z
12/27/2025,Girls,11293,Bangor,Oxford Hills,A,North,North-A,North-A,7,5,12-4-0 (0.750),16,18,26.444444,90.12345444,win,Bangor,Oxford Hills,40,2.222222,X,,,Oxford Hills,Bangor,18,69,2026-02-02T11:38:32Z
12/8/2025,Girls,11298,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,2,9,7-9-0 (0.438),16,18,15.555555,20.74074,win,Skowhegan Area,Oxford Hills,40,2.222222,X,,,Oxford Hills,Skowhegan Area,18,46,2026-02-02T11:38:32Z
1/23/2026,Girls,11301,Skowhegan Area,Oxford Hills,A,North,North-A,North-A,14,9,7-9-0 (0.438),16,18,15.555555,20.74074,win,Skowhegan Area,Oxford Hills,40,2.222222,X,,,Skowhegan Area,Oxford Hills,74,32,2026-02-02T11:38:32Z
